mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1,aired_start,aired_end,is_outlier,weighted_score,drop_ratio,score_category,main_studio,studio_tier,year,decade,n_genres,main_genre,engagement_ratio
655,Galaxy Angel 4,7.22,"Comedy, Sci-Fi",,ギャラクシーエンジェル4,TV,13.0,"Jul 7, 2004 to Sep 29, 2004",Summer 2004,"Bandai Visual, Studio Fantasia, Studio Flag, Lantis, Broccoli",Bandai Entertainment,"Madhouse, feel.",Game,24 min. per ep.,PG - Children,2698.0,5731,6813,11,184,4029,196,166,2238,204.0,335.0,664.0,810.0,441.0,207.0,54.0,14.0,15.0,8.0,2004-07-07,2004-09-29,False,27.68,0.0396,Bon,Madhouse,Top,2004.0,2000.0,2.0,Comedy,0.0016
656,Air in Summer,7.33,"Romance, Supernatural, Comedy, Historical, Drama",Air in Summer,AIR イン サマー,Special,2.0,"Aug 28, 2005 to Sep 4, 2005",,"Pony Canyon, TBS","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2185.0,2649,36947,44,363,29724,386,261,6213,1899.0,3016.0,5722.0,6082.0,3076.0,1495.0,537.0,212.0,112.0,83.0,2005-08-28,2005-09-04,False,33.48,0.0087,Bon,Kyoto Animation,Top,2005.0,2000.0,5.0,Romance,0.0012
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,"Game, Psychological, Thriller, Seinen",,闘牌伝説アカギ 闇に舞い降りた天才,TV,26.0,"Oct 5, 2005 to Mar 29, 2006",Fall 2005,"VAP, Nippon Television Network",,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),629.0,1631,81739,1041,4061,42335,3591,2609,29143,4362.0,7910.0,11749.0,7760.0,2826.0,1063.0,370.0,149.0,73.0,101.0,2005-10-05,2006-03-29,False,39.0,0.0581,Bon,Madhouse,Top,2005.0,2000.0,4.0,Game,0.0127
659,Azumanga Daioh: Gekijou Tanpen,7.03,"Comedy, School, Slice of Life",,あずまんが大王（劇場短編）,Special,1.0,"Dec 25, 2001",,Kadokawa Shoten,ADV Films,J.C.Staff,4-koma manga,6 min.,G - All Ages,3528.0,2701,35839,23,273,29463,245,162,5696,1210.0,2125.0,4278.0,6342.0,3656.0,1879.0,565.0,217.0,87.0,87.0,2001-12-25,,False,32.02,0.0055,Bon,J.C.Staff,Top,2001.0,2000.0,3.0,Comedy,0.0006
660,Denshin Mamotte Shugogetten,6.49,"Comedy, Fantasy, Magic, Romance, Shounen",,伝心 まもって守護月天！,OVA,8.0,"Jun 23, 2000 to Nov 30, 2001",,,,Toei Animation,Manga,30 min. per ep.,PG-13 - Teens 13 or older,5933.0,7698,3137,7,111,1642,121,141,1122,51.0,78.0,155.0,313.0,270.0,169.0,57.0,24.0,7.0,12.0,2000-06-23,2001-11-30,False,22.69,0.0791,Moyen,Toei Animation,Top,2000.0,2000.0,5.0,Comedy,0.0022
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.23,"Harem, Romance, School, Drama",,エルフ版 下級生 あなただけを見つめて…,OVA,4.0,"Nov 24, 1997 to Jun 26, 1998",,"Pink Pineapple, KSS",,,Visual novel,30 min. per ep.,R+ - Mild Nudity,7192.0,7945,2854,5,109,1458,77,109,1101,46.0,63.0,134.0,220.0,253.0,160.0,88.0,28.0,28.0,19.0,1997-11-24,1998-06-26,False,21.53,0.0696,Moyen,,,1997.0,1990.0,4.0,Harem,0.0018
664,Fullmetal Alchemist: Reflections,7.29,"Adventure, Fantasy, Comedy, Military, Drama, Shounen",,鋼の錬金術師,Special,1.0,"Mar 19, 2005",,,,Bones,Manga,55 min.,PG-13 - Teens 13 or older,2388.0,2650,37102,55,593,23507,552,397,12053,1585.0,1716.0,3144.0,4381.0,2259.0,1126.0,292.0,95.0,71.0,86.0,2005-03-19,,False,33.31,0.0166,Bon,Bones,Top,2005.0,2000.0,6.0,Adventure,0.0015
665,JoJo no Kimyou na Bouken: Adventure,7.18,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",JoJo's Bizarre Adventure,ジョジョの奇妙な冒険 ADVENTURE,OVA,7.0,"May 25, 2000 to Jan 25, 2002",,Shueisha,Super Techno Arts,APPP,Manga,30 min. per ep.,R+ - Mild Nudity,2855.0,2102,55986,338,2034,33370,1206,1385,17991,2746.0,2601.0,4933.0,6877.0,4068.0,1913.0,696.0,282.0,108.0,182.0,2000-05-25,2002-01-25,False,34.09,0.0399,Bon,APPP,Mid,2000.0,2000.0,7.0,Adventure,0.006
666,JoJo no Kimyou na Bouken,7.35,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,OVA,6.0,"Nov 19, 1993 to Nov 18, 1994",,Shueisha,Super Techno Arts,APPP,Manga,35 min. per ep.,R - 17+ (violence & profanity),2110.0,1731,75346,1311,3328,43368,1698,2085,24867,4022.0,3962.0,7334.0,8778.0,4717.0,2026.0,800.0,330.0,143.0,297.0,1993-11-19,1994-11-18,False,35.85,0.0459,Bon,APPP,Mid,1993.0,1990.0,7.0,Adventure,0.0174
667,Kashimashi: Girl Meets Girl,6.67,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",Girl Meets Girl,かしまし〜ガール・ミーツ・ガール〜,TV,12.0,"Jan 12, 2006 to Mar 30, 2006",Winter 2006,"Bandai Visual, Lantis",Media Blasters,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5054.0,2436,43400,186,1686,25767,1582,2447,11918,1040.0,1617.0,3655.0,5736.0,4286.0,2560.0,1167.0,532.0,300.0,248.0,2006-01-12,2006-03-30,False,30.93,0.0867,Bon,Studio Hibari,Top,2006.0,2000.0,6.0,Comedy,0.0043
668,Koi Koi 7,5.81,"Comedy, Harem, Romance",Koi Koi Seven,こいこい7,TV,13.0,"Apr 2, 2005 to Jun 25, 2005",Spring 2005,Trinet Entertainment,Discotek Media,Studio Flag,Manga,25 min. per ep.,R+ - Mild Nudity,8809.0,4273,14063,18,835,6632,653,1249,4694,213.0,189.0,466.0,1005.0,1181.0,948.0,587.0,335.0,224.0,199.0,2005-04-02,2005-06-25,False,24.1,0.1585,Moyen,Studio Flag,Indie,2005.0,2000.0,3.0,Comedy,0.0013
669,Kujibiki Unbalance,6.12,"Comedy, Romance, School",,くじびきアンバランス,OVA,3.0,"Dec 22, 2004 to Apr 22, 2005",,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Other,25 min. per ep.,PG-13 - Teens 13 or older,7702.0,4790,10660,5,232,6826,234,269,3099,150.0,238.0,568.0,1112.0,1226.0,859.0,419.0,187.0,100.0,61.0,2004-12-22,2005-04-22,False,24.65,0.0379,Moyen,Palm Studio,Indie,2004.0,2000.0,3.0,Comedy,0.0005
670,Lamune,6.83,"Drama, Romance, Slice of Life",,ラムネ,TV,12.0,"Oct 11, 2005 to Dec 27, 2005",Fall 2005,Radix,,"Trinet Entertainment, Picture Magic",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4331.0,2643,37315,73,1424,21386,1197,1772,11536,951.0,1500.0,3071.0,4779.0,3193.0,1870.0,811.0,348.0,199.0,134.0,2005-10-11,2005-12-27,False,31.23,0.0765,Bon,Trinet Entertainment,Indie,2005.0,2000.0,3.0,Drama,0.002
671,Lemon Angel Project,6.59,"Drama, Music",,レモン エンジェル プロジェクト,TV,13.0,"Jan 6, 2006 to Mar 31, 2006",Winter 2006,Radix,,,Other,24 min. per ep.,PG - Children,5454.0,5550,7331,21,301,3211,370,534,2915,132.0,238.0,378.0,661.0,592.0,361.0,169.0,80.0,48.0,24.0,2006-01-06,2006-03-31,False,25.47,0.1426,Bon,,,2006.0,2000.0,2.0,Drama,0.0029
673,Mai-HiME Specials,6.93,Comedy,My-Hime Specials,舞-HiME,Special,27.0,"Jan 28, 2005 to Jan 27, 2010",,,Bandai Entertainment,Sunrise,Original,1 min. per ep.,PG-13 - Teens 13 or older,3911.0,4739,10896,25,184,7841,206,161,2504,343.0,512.0,1066.0,1556.0,1018.0,479.0,168.0,71.0,59.0,31.0,2005-01-28,2010-01-27,False,27.98,0.0201,Bon,Sunrise,Top,2005.0,2000.0,1.0,Comedy,0.0023
675,One: Kagayaku Kisetsu e,5.22,"Supernatural, Drama",,ONE ～輝く季節へ～,OVA,4.0,"Aug 10, 2001 to May 24, 2002",,KSS,,,Visual novel,27 min. per ep.,PG-13 - Teens 13 or older,10293.0,7681,3174,4,118,1393,115,162,1386,42.0,24.0,63.0,157.0,174.0,221.0,151.0,77.0,85.0,67.0,2001-08-10,2002-05-24,False,18.28,0.1042,Moyen,,,2001.0,2000.0,2.0,Supernatural,0.0013
676,Refrain Blue,5.8,"Romance, Drama",Refrain Blue,Refrain Blue,OVA,3.0,"Jun 23, 2000 to Oct 27, 2000",,,,Pink Pineapple,Visual novel,30 min. per ep.,R+ - Mild Nudity,8846.0,8924,1930,1,80,912,56,105,777,24.0,20.0,51.0,125.0,162.0,134.0,81.0,32.0,22.0,14.0,2000-06-23,2000-10-27,False,19.06,0.1032,Moyen,Pink Pineapple,Indie,2000.0,2000.0,2.0,Romance,0.0005
677,Sentimental Journey,6.36,"Drama, Romance, Shoujo",,センチメンタルジャーニー,TV,12.0,"Apr 8, 1998 to Jul 1, 1998",Spring 1998,,Media Blasters,Sunrise,Original,20 min. per ep.,PG-13 - Teens 13 or older,6619.0,8364,2438,3,137,770,108,129,1294,26.0,33.0,65.0,176.0,156.0,99.0,39.0,11.0,9.0,6.0,1998-04-08,1998-07-01,False,21.54,0.1435,Moyen,Sunrise,Top,1998.0,1990.0,3.0,Drama,0.0012
678,Shadow Skill: Eigi,7.12,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen",,影技 SHADOW SKILL,TV,26.0,"Jul 3, 1998 to Dec 25, 1998",Summer 1998,Bandai Visual,"ADV Films, Manga Entertainment",Studio Deen,,25 min. per ep.,PG-13 - Teens 13 or older,3134.0,4626,11553,74,595,5146,576,600,4636,228.0,444.0,963.0,1273.0,672.0,391.0,132.0,57.0,15.0,23.0,1998-07-03,1998-12-25,False,28.93,0.1044,Bon,Studio Deen,Top,1998.0,1990.0,7.0,Adventure,0.0064
679,Shadow Skill (1996),6.59,"Adventure, Drama, Fantasy, Shounen",Shadow Skill:The Movie,影技 SHADOW SKILL,OVA,3.0,"Sep 21, 1996 to Nov 21, 1996",,Takeshobo,Manga Entertainment,Zero-G Room,,30 min. per ep.,R - 17+ (violence & profanity),5420.0,6697,4632,13,125,3014,80,96,1317,90.0,140.0,344.0,606.0,445.0,268.0,101.0,32.0,26.0,16.0,1996-09-21,1996-11-21,False,24.16,0.0309,Bon,Zero-G Room,Indie,1996.0,1990.0,4.0,Adventure,0.0028
681,Tenbatsu Angel Rabbie☆,5.16,"Magic, Comedy, Sci-Fi",,天罰エンジェルラビィ☆,OVA,1.0,"Jan 23, 2004",,"AIC, Media Factory, Toshiba Entertainment, Studio Jack",,AIC Spirits,Visual novel,24 min.,PG-13 - Teens 13 or older,10389.0,9225,1720,1,50,1067,24,34,545,17.0,11.0,37.0,98.0,140.0,216.0,106.0,75.0,49.0,34.0,2004-01-23,,False,16.7,0.0309,Moyen,AIC Spirits,Mid,2004.0,2000.0,3.0,Magic,0.0006
682,Otogi Story Tenshi no Shippo,6.56,"Fantasy, Magic, Comedy, Harem, Romance",Angel Tales,おとぎストーリー 天使のしっぽ,TV,12.0,"Oct 4, 2001 to Dec 20, 2001",Fall 2001,Lantis,Bandai Entertainment,Tokyo Kids,Original,22 min. per ep.,PG-13 - Teens 13 or older,5578.0,4416,12885,30,574,6968,494,711,4138,322.0,386.0,735.0,1384.0,1139.0,749.0,287.0,131.0,107.0,59.0,2001-10-04,2001-12-20,False,26.96,0.0926,Bon,Tokyo Kids,Indie,2001.0,2000.0,5.0,Fantasy,0.0023
683,Otogi Story Tenshi no Shippo Specials,6.4,"Comedy, Fantasy, Magic, Romance",Angel Tales,おとぎストーリー 天使のしっぽ,OVA,2.0,"Mar 25, 2002 to Jul 25, 2002",,,,,,23 min. per ep.,PG-13 - Teens 13 or older,6413.0,9053,1836,1,45,1185,47,48,511,42.0,40.0,99.0,254.0,177.0,128.0,54.0,16.0,17.0,8.0,2002-03-25,2002-07-25,False,20.89,0.0389,Moyen,,,2002.0,2000.0,4.0,Comedy,0.0005
684,Tenshi no Shippo Chu!,6.54,"Fantasy, Magic, Romance",,天使のしっぽＣｈｕ！,TV,11.0,"Mar 6, 2003 to Apr 3, 2003",Spring 2003,Bandai Visual,,,,14 min. per ep.,PG-13 - Teens 13 or older,5708.0,6539,4894,4,163,2884,132,171,1544,107.0,145.0,276.0,546.0,454.0,305.0,92.0,45.0,36.0,22.0,2003-03-06,2003-04-03,False,24.13,0.056,Bon,,,2003.0,2000.0,3.0,Fantasy,0.0008
685,To Heart: Remember My Memories,6.44,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life",,トゥハート ~remember my memories~,TV,13.0,"Oct 2, 2004 to Dec 25, 2004",Fall 2004,Rondo Robe,,"OLM, AIC ASTA",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6241.0,5409,7779,6,259,4162,243,301,2814,132.0,177.0,447.0,747.0,644.0,371.0,213.0,100.0,54.0,36.0,2004-10-02,2004-12-25,False,25.06,0.0674,Moyen,OLM,Top,2004.0,2000.0,6.0,Drama,0.0008
686,To Heart: Remember My Memories Specials,6.12,"Parody, Martial Arts, Comedy, Super Power, Samurai, Sci-Fi",,ToHeart Remember my memories:Heart Fighters,Special,7.0,"Jan 26, 2006 to Aug 24, 2006",,,,AIC ASTA,,3 min. per ep.,R+ - Mild Nudity,7726.0,7927,2867,0,67,1408,70,57,1265,42.0,39.0,91.0,232.0,217.0,153.0,77.0,26.0,29.0,11.0,2006-01-26,2006-08-24,False,21.16,0.0389,Moyen,AIC ASTA,Mid,2006.0,2000.0,6.0,Parody,0.0
687,Tokyo Mew Mew,6.99,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",Mew Mew Power,東京ミュウミュウ,TV,52.0,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,"Kodansha, TV Aichi",4Kids Entertainment,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3669.0,1251,115993,1418,5203,74793,6636,9646,19715,4706.0,5838.0,10678.0,16391.0,11051.0,6744.0,2321.0,903.0,515.0,316.0,2002-04-06,2003-03-29,False,35.4,0.1142,Bon,Studio Pierrot,Top,2002.0,2000.0,6.0,Sci-Fi,0.0122
688,Uta∽Kata,6.72,"Psychological, Drama, Magic",Utakata,うた∽かた,TV,12.0,"Oct 3, 2004 to Dec 19, 2004",Fall 2004,"Bandai Visual, gimik",Sentai Filmworks,Hal Film Maker,Original,23 min. per ep.,PG-13 - Teens 13 or older,4827.0,3495,22015,68,730,10560,759,1003,8963,449.0,665.0,1469.0,2193.0,1711.0,1003.0,443.0,217.0,98.0,57.0,2004-10-03,2004-12-19,False,29.18,0.0867,Bon,Hal Film Maker,Mid,2004.0,2000.0,3.0,Psychological,0.0031
689,Uta∽Kata: Shotou no Futanatsu,6.95,"Drama, Magic",,うた∽かた - 初冬の双夏,Special,1.0,"Apr 22, 2005",,"Bandai Visual, gimik",Sentai Filmworks,Hal Film Maker,Original,24 min.,PG-13 - Teens 13 or older,3809.0,6321,5343,3,79,3958,73,54,1179,207.0,297.0,528.0,818.0,528.0,300.0,101.0,44.0,21.0,16.0,2005-04-22,,False,25.91,0.0135,Bon,Hal Film Maker,Mid,2005.0,2000.0,2.0,Drama,0.0006
690,Kyuuketsuhime Miyu (TV),7.15,"Action, Horror, Demons, Drama, Vampire, Shoujo",Vampire Princess Miyu,吸血姫美夕,TV,26.0,"Oct 6, 1997 to Mar 30, 1998",Fall 1997,Studio Jack,"Tokyopop, Maiden Japan",AIC,Manga,25 min. per ep.,R - 17+ (violence & profanity),2998.0,2873,31840,188,1794,12090,2049,1963,13944,784.0,1124.0,2269.0,3071.0,1809.0,967.0,372.0,126.0,58.0,59.0,1997-10-06,1998-03-30,False,32.2,0.1397,Bon,AIC,Top,1997.0,1990.0,6.0,Action,0.0059
691,Yawara!,7.48,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",,YAWARA!,TV,124.0,"Oct 16, 1989 to Sep 21, 1992",Fall 1989,Kitty Films,AnimEigo,Madhouse,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1656.0,4184,14846,82,1256,2961,1190,778,8661,281.0,463.0,861.0,779.0,413.0,198.0,73.0,35.0,17.0,19.0,1989-10-16,1992-09-21,False,31.2,0.2081,Bon,Madhouse,Top,1989.0,1980.0,7.0,Action,0.0055
692,Dousou Kai,5.74,"Harem, Hentai, Romance",Yesterday Once More,同窓会,OVA,4.0,"Mar 27, 1998 to Dec 18, 1998",,KSS,Kitty Media,,Visual novel,30 min. per ep.,Rx - Hentai,,9054,1854,2,144,829,89,115,677,34.0,15.0,51.0,97.0,127.0,108.0,78.0,33.0,11.0,26.0,1998-03-27,1998-12-18,False,18.76,0.1218,Moyen,,,1998.0,1990.0,3.0,Harem,0.0011
693,Burn Up Scramble,6.19,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",,バーンナップスクランブル,TV,12.0,"Jan 12, 2004 to Mar 29, 2004",Winter 2004,"Geneon Universal Entertainment, Memory-Tech, Toshiba Entertainment",Geneon Entertainment USA,AIC,Original,24 min. per ep.,R - 17+ (violence & profanity),7409.0,5313,8191,2,368,3946,325,401,3151,73.0,120.0,335.0,740.0,731.0,472.0,210.0,71.0,56.0,46.0,2004-01-12,2004-03-29,False,24.22,0.0922,Moyen,AIC,Top,2004.0,2000.0,7.0,Action,0.0002
694,Canvas 2: Niji-iro no Sketch,6.78,"Comedy, Drama, Romance, Slice of Life",Canvas 2:Rainbow Colored Sketch,Canvas2 ～虹色のスケッチ～,TV,24.0,"Oct 2, 2005 to Mar 26, 2006",Fall 2005,DAX Production,,Zexcs,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4517.0,3325,24394,51,1033,13620,987,1153,7601,532.0,945.0,2019.0,2979.0,2083.0,1209.0,501.0,229.0,122.0,98.0,2005-10-02,2006-03-26,False,29.75,0.078,Bon,Zexcs,Top,2005.0,2000.0,4.0,Comedy,0.0021
695,Canvas: Sepia-iro no Motif,5.71,"Comedy, Romance, Slice of Life",,Canvas ～セピア色のモチーフ～,OVA,2.0,"Dec 25, 2001 to Mar 25, 2002",,"Studio Kyuuma, KENMedia",,,Visual novel,30 min. per ep.,R+ - Mild Nudity,9117.0,5723,6812,0,172,3994,145,176,2325,85.0,103.0,260.0,527.0,654.0,573.0,293.0,169.0,114.0,70.0,2001-12-25,2002-03-25,False,21.89,0.0422,Moyen,,,2001.0,2000.0,3.0,Comedy,0.0
696,Tenchi Muyou!,7.44,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",,天地無用！,TV,26.0,"Apr 2, 1995 to Sep 24, 1995",Spring 1995,"TV Tokyo, Pioneer LDC","Funimation, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,1762.0,1955,62599,602,2565,39890,2093,1986,16065,2524.0,3947.0,7797.0,9051.0,3782.0,1713.0,476.0,165.0,83.0,65.0,1995-04-02,1995-09-24,False,35.69,0.0474,Bon,AIC,Top,1995.0,1990.0,6.0,Comedy,0.0096
704,Kanon Kazahana,6.75,"Drama, Romance, Slice of Life, Supernatural",,カノン 風花,Special,1.0,"May 3, 2003",,,,Toei Animation,Visual novel,20 min.,G - All Ages,4693.0,4518,12186,6,165,7804,172,167,3878,339.0,428.0,935.0,1606.0,1116.0,619.0,239.0,104.0,57.0,52.0,2003-05-03,,False,27.58,0.021,Bon,Toei Animation,Top,2003.0,2000.0,4.0,Drama,0.0005
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,4.75,"Adventure, Magic, Comedy, Sci-Fi",,劇場版「超変身コス∞プレイヤー VS暗黒宇宙将軍」,Movie,1.0,"Aug 21, 2004",,m.o.e.,,"Imagin, Studio Live",,10 min.,PG-13 - Teens 13 or older,10807.0,8650,2155,1,49,1360,51,46,649,19.0,22.0,41.0,113.0,138.0,191.0,144.0,107.0,113.0,79.0,2004-08-21,,False,15.83,0.0327,Mauvais,Imagin,Indie,2004.0,2000.0,4.0,Adventure,0.0005
706,Comic Party Revolution,6.52,"Comedy, Drama",,こみっくパーティー Revolution,TV,13.0,"Apr 4, 2005 to Jun 27, 2005",Spring 2005,AQUAPLUS,"ADV Films, Funimation","Radix, Chaos Project",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5769.0,5231,8495,7,285,4751,399,444,2616,126.0,199.0,551.0,1056.0,812.0,489.0,199.0,81.0,51.0,29.0,2005-04-04,2005-06-27,False,25.62,0.0855,Bon,Radix,Mid,2005.0,2000.0,2.0,Comedy,0.0008
707,Comic Party Specials,6.44,"Comedy, Drama",,こみっくパーティー,Special,4.0,"Jan 13, 2003",,KSS,"Nozomi Entertainment, Discotek Media",OLM,Visual novel,7 min. per ep.,PG-13 - Teens 13 or older,6204.0,7552,3323,3,50,2109,85,51,1028,49.0,67.0,184.0,413.0,336.0,207.0,75.0,22.0,16.0,7.0,2003-01-13,,False,22.68,0.0236,Moyen,OLM,Top,2003.0,2000.0,2.0,Comedy,0.0009
708,Patapata Hikousen no Bouken,7.57,"Adventure, Sci-Fi",,パタパタ飛行船の冒険,TV,26.0,"Jan 5, 2002 to Jun 29, 2002",Winter 2002,TMS Entertainment,,Telecom Animation Film,Novel,24 min. per ep.,PG-13 - Teens 13 or older,1372.0,6021,6005,54,259,2361,226,210,2949,265.0,250.0,467.0,445.0,227.0,96.0,36.0,13.0,4.0,10.0,2002-01-05,2002-06-29,False,28.6,0.0817,Bon,Telecom Animation Film,Mid,2002.0,2000.0,2.0,Adventure,0.009
709,Mujin Wakusei Survive,7.71,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",,無人惑星サヴァイヴ,TV,52.0,"Oct 16, 2003 to Oct 28, 2004",Fall 2003,,,"Madhouse, Telecom Animation Film",Original,25 min. per ep.,G - All Ages,1012.0,3417,22946,257,1187,9800,1071,933,9955,1069.0,1355.0,2384.0,2040.0,908.0,426.0,140.0,63.0,25.0,33.0,2003-10-16,2004-10-28,False,33.62,0.0869,Bon,Madhouse,Top,2003.0,2000.0,5.0,Action,0.0112
710,Rec,7.34,"Comedy, Drama, Romance, Seinen",,レック,TV,9.0,"Feb 3, 2006 to Mar 31, 2006",Winter 2006,TBS,,Shaft,Manga,13 min. per ep.,PG-13 - Teens 13 or older,2173.0,1403,98911,317,2521,65502,2021,2075,26792,3011.0,7069.0,14411.0,15504.0,7416.0,3224.0,975.0,369.0,177.0,158.0,2006-02-03,2006-03-31,False,36.67,0.0307,Bon,Shaft,Top,2006.0,2000.0,4.0,Comedy,0.0032
711,Uchuu Senkan Yamato (Movie),6.73,"Military, Sci-Fi, Space, Drama",Space Battleship Yamato,宇宙戦艦ヤマト,Movie,1.0,"Aug 6, 1977",,,,,Original,2 hr. 20 min.,PG-13 - Teens 13 or older,4749.0,7000,4125,7,125,1818,69,95,2018,76.0,121.0,220.0,392.0,265.0,148.0,57.0,18.0,14.0,11.0,1977-08-06,,False,24.33,0.0497,Bon,,,1977.0,1970.0,4.0,Military,0.0017
712,Zoids Genesis,7.24,"Action, Adventure, Comedy, Mecha, Military",Zoids Genesis,ゾイド ジェネシス,TV,50.0,"Apr 10, 2005 to Mar 26, 2006",Spring 2005,,VIZ Media,Shogakukan Music & Digital Entertainment,,25 min. per ep.,PG - Children,2599.0,4307,13793,38,569,8063,596,612,3953,417.0,698.0,1370.0,1709.0,871.0,428.0,130.0,60.0,31.0,24.0,2005-04-10,2006-03-26,False,29.97,0.0705,Bon,Shogakukan Music & Digital Entertainment,Indie,2005.0,2000.0,5.0,Action,0.0028
713,Air Movie,7.26,"Drama, Romance, Supernatural",Air:The Motion Picture,劇場版AIR,Movie,1.0,"Feb 5, 2005",,"Frontier Works, Visual Art's","ADV Films, Funimation",Toei Animation,Visual novel,1 hr. 31 min.,PG-13 - Teens 13 or older,2528.0,2122,54973,128,639,41627,622,521,11564,3139.0,4128.0,6724.0,7787.0,4366.0,2278.0,1017.0,444.0,230.0,171.0,2005-02-05,,False,34.41,0.0124,Bon,Toei Animation,Top,2005.0,2000.0,3.0,Drama,0.0023
714,High School! Kimengumi,7.27,"Comedy, Parody, Romance, School, Shounen",Funny Faces in High School,ハイスクール！奇面組,TV,86.0,"Oct 20, 1985 to Oct 3, 1987",Fall 1985,"Studio Comet, Tsuchida Productions",,,Manga,25 min. per ep.,,2478.0,8031,2755,21,155,985,190,214,1211,96.0,107.0,212.0,227.0,113.0,63.0,22.0,8.0,6.0,9.0,1985-10-20,1987-10-03,False,25.01,0.1785,Bon,,,1985.0,1980.0,5.0,Comedy,0.0076
715,Yume de Aetara,6.45,"Comedy, Drama, Ecchi, Romance, Seinen",If I See You in My Dreams,夢で逢えたら,OVA,3.0,"Apr 21, 1998 to Dec 19, 1998",,TBS,Media Blasters,J.C.Staff,Manga,30 min. per ep.,PG-13 - Teens 13 or older,6148.0,6805,4412,4,146,2451,99,104,1612,90.0,99.0,260.0,468.0,444.0,250.0,123.0,41.0,13.0,22.0,1998-04-21,1998-12-19,False,23.51,0.0407,Moyen,J.C.Staff,Top,1998.0,1990.0,5.0,Comedy,0.0009
718,Yume de Aetara (TV),6.46,"Comedy, Drama, Romance, Seinen, Slice of Life",If I See You in My Dreams,夢で逢えたら,TV,16.0,"Nov 30, 1998 to Dec 24, 1998",Fall 1998,TBS,Media Blasters,J.C.Staff,Manga,7 min. per ep.,R+ - Mild Nudity,6095.0,6029,5971,7,246,3088,183,239,2215,100.0,138.0,337.0,635.0,590.0,303.0,131.0,79.0,41.0,27.0,1998-11-30,1998-12-24,False,24.39,0.0718,Moyen,J.C.Staff,Top,1998.0,1990.0,5.0,Comedy,0.0012
719,Ai no Kusabi,7.14,"Drama, Romance, Sci-Fi, Yaoi",Ai no Kusabi,間の楔,OVA,2.0,"Aug 1, 1992 to May 1, 1994",,On-Lead,,AIC,Light novel,54 min. per ep.,R+ - Mild Nudity,,2879,31729,416,662,24270,363,627,5807,2328.0,2176.0,3285.0,3712.0,2586.0,1564.0,728.0,383.0,228.0,199.0,1992-08-01,1994-05-01,False,32.14,0.0252,Bon,AIC,Top,1992.0,1990.0,4.0,Drama,0.0131
721,Princess Tutu,8.15,"Comedy, Drama, Fantasy, Magic, Mystery, Romance",Princess Tutu,プリンセスチュチュ,TV,38.0,"Aug 16, 2002 to May 23, 2003",Summer 2002,"Memory-Tech, GANSIS, Marvelous AQL","ADV Films, Sentai Filmworks",Hal Film Maker,Original,16 min. per ep.,PG-13 - Teens 13 or older,368.0,1138,129950,4426,6385,63089,7069,5026,48381,10510.0,12281.0,13386.0,8951.0,4034.0,2102.0,774.0,317.0,190.0,403.0,2002-08-16,2003-05-23,False,41.68,0.0738,Excellent,Hal Film Maker,Mid,2002.0,2000.0,6.0,Comedy,0.0341
722,Baby☆Love,6.27,"Comedy, Romance",,ベイビィ☆LOVE,OVA,1.0,"Nov 1, 1997",,"Studio Comet, Asatsu DK, Shueisha",,,Manga,30 min.,PG-13 - Teens 13 or older,7027.0,6358,5251,16,88,3515,65,102,1481,112.0,130.0,294.0,591.0,573.0,461.0,171.0,57.0,40.0,30.0,1997-11-01,,False,23.33,0.0282,Moyen,,,1997.0,1990.0,2.0,Comedy,0.003
